Extraction_Method,Protein_Symbol,Gene_Symbol,Score,Mass,Num_Significant_Matches,Num_Significant_Sequences,Num_Unique_Sequences,Protein_Name
PBS,PGM5_MOUSE,PGM5,725,62751,73,3,3,Phosphoglucomutase-like protein 5
PBS,PGP_MOUSE,PGP,228,34975,9,1,1,Glycerol-3-phosphate phosphatase
PBS,PGS1_MOUSE,PGS1,1333,42069,76,11,10,Biglycan
PBS,PGS2_MOUSE,PGS2,11358,40126,542,15,14,Decorin
PBS,PHB_MOUSE,PHB,6707,29859,260,14,14,Prohibitin
PBS,PHB2_MOUSE,PHB2,7217,33276,279,17,17,Prohibitin-2
PBS,PHF8_MOUSE,PHF8,35,114508,2,1,1,Histone lysine demethylase PHF8
PBS,PHKG1_MOUSE,PHKG1,283,45387,23,5,5,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
PBS,PIGT_MOUSE,PIGT,36,66347,5,2,2,GPI transamidase component PIG-T
PBS,PIMT_MOUSE,PIMT,387,24676,25,4,4,Protein-L-isoaspartate(D-aspartate) O-methyltransferase
PBS,PIPNA_MOUSE,PIPNA,379,32101,11,1,1,Phosphatidylinositol transfer protein alpha isoform
PBS,PK3CD_MOUSE,PK3CD,32,121118,5,1,1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
PBS,PLAK_MOUSE,PLAK,31,82490,1,1,1,Junction plakoglobin
PBS,PLAP_MOUSE,PLAP,21,88591,1,1,1,Phospholipase A-2-activating protein
PBS,PLCC_MOUSE,PLCC,48,43952,3,2,2,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
PBS,PLCD4_MOUSE,PLCD4,213,93547,10,1,1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4"
PBS,PLCG1_MOUSE,PLCG1,20,150999,2,1,1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"
PBS,PLD1_MOUSE,PLD1,31,124689,1,1,1,Phospholipase D1
PBS,PLEC_MOUSE,PLEC,73778,535800,3490,238,238,Plectin
PBS,PLIN4_MOUSE,PLIN4,1336,140297,84,13,13,Perilipin-4
PBS,PLM_MOUSE,PLM,384,10544,21,2,2,Phospholemman
PBS,PLMN_MOUSE,PLMN,28,93486,3,1,1,Plasminogen
PBS,PLPHP_MOUSE,PLPHP,29,30201,1,1,1,Pyridoxal phosphate homeostasis protein
PBS,PLPL2_MOUSE,PLPL2,44,54478,14,1,1,Patatin-like phospholipase domain-containing protein 2
PBS,PLSI_MOUSE,PLSI,26,70763,1,1,1,Plastin-1
PBS,PLXB3_MOUSE,PLXB3,20,211540,1,1,1,Plexin-B3
PBS,PMFBP_MOUSE,PMFBP,30,120467,1,1,1,Polyamine-modulated factor 1-binding protein 1
PBS,PNKD_MOUSE,PNKD,38,43503,1,1,1,Probable hydrolase PNKD
PBS,PO3F2_MOUSE,PO3F2,30,47348,1,1,1,"POU domain, class 3, transcription factor 2"
PBS,PON2_MOUSE,PON2,213,39764,11,2,2,Serum paraoxonase/arylesterase 2
PBS,PON3_MOUSE,PON3,24,39554,2,2,2,Serum paraoxonase/lactonase 3
PBS,POSTN_MOUSE,POSTN,1043,93769,40,5,5,Periostin
PBS,PP1A_MOUSE,PP1A,1360,38257,65,9,1,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
PBS,PP1B_MOUSE,PP1B,1893,37961,101,11,3,Serine/threonine-protein phosphatase PP1-beta catalytic subunit
PBS,PP1R7_MOUSE,PP1R7,41,41380,4,1,1,Protein phosphatase 1 regulatory subunit 7
PBS,PP2AA_MOUSE,PP2AA,53,36156,7,3,3,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
PBS,PP2BA_MOUSE,PP2BA,91,59291,10,2,2,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform
PBS,PPAC_MOUSE,PPAC,155,18636,11,3,3,Low molecular weight phosphotyrosine protein phosphatase
PBS,PPIA_MOUSE,PPIA,1418,18131,74,6,6,Peptidyl-prolyl cis-trans isomerase A
PBS,PPIB_MOUSE,PPIB,502,23699,29,5,5,Peptidyl-prolyl cis-trans isomerase B
PBS,PPR3A_MOUSE,PPR3A,662,122443,46,15,15,Protein phosphatase 1 regulatory subunit 3A
PBS,PRAF3_MOUSE,PRAF3,790,21543,49,4,4,PRA1 family protein 3
PBS,PRAX_MOUSE,PRAX,1260,147823,83,28,28,Periaxin
PBS,PRD16_MOUSE,PRD16,26,142765,2,1,1,PR domain zinc finger protein 16
PBS,PRDX1_MOUSE,PRDX1,2027,22390,185,11,11,Peroxiredoxin-1
PBS,PRDX2_MOUSE,PRDX2,3257,21936,148,9,9,Peroxiredoxin-2
PBS,PRDX3_MOUSE,PRDX3,3368,28337,194,9,9,"Thioredoxin-dependent peroxide reductase, mitochondrial"
PBS,PRDX5_MOUSE,PRDX5,3471,22226,102,6,6,"Peroxiredoxin-5, mitochondrial"
PBS,PRDX6_MOUSE,PRDX6,1757,24969,87,8,8,Peroxiredoxin-6
PBS,PRELP_MOUSE,PRELP,7988,43607,347,14,14,Prolargin
PBS,PRLR_MOUSE,PRLR,31,68996,2,1,1,Prolactin receptor
PBS,PROF1_MOUSE,PROF1,551,15119,42,4,4,Profilin-1
PBS,PROF2_MOUSE,PROF2,60,15364,5,2,2,Profilin-2
PBS,PROP_MOUSE,PROP,25,52802,1,1,1,Properdin
PBS,PROX1_MOUSE,PROX1,29,83701,3,1,1,Prospero homeobox protein 1
PBS,PRPS1_MOUSE,PRPS1,6967,35325,275,14,14,Ribose-phosphate pyrophosphokinase 1
PBS,PRR33_MOUSE,PRR33,396,28673,23,2,2,Proline-rich protein 33
PBS,PRS10_MOUSE,PRS10,68,44430,3,1,1,26S proteasome regulatory subunit 10B
PBS,PRS4_MOUSE,PRS4,75,49325,5,2,2,26S proteasome regulatory subunit 4
PBS,PRS6A_MOUSE,PRS6A,39,49803,2,2,2,26S proteasome regulatory subunit 6A
PBS,PRS6B_MOUSE,PRS6B,111,47493,7,4,4,26S proteasome regulatory subunit 6B
PBS,PRS7_MOUSE,PRS7,93,49016,7,3,3,26S proteasome regulatory subunit 7
PBS,PRS8_MOUSE,PRS8,316,45768,24,4,4,26S proteasome regulatory subunit 8
PBS,PRVA_MOUSE,PRVA,6436,11923,246,9,9,Parvalbumin alpha
PBS,PSA_MOUSE,PSA,28,103944,1,1,1,Puromycin-sensitive aminopeptidase
PBS,PSA1_MOUSE,PSA1,413,29813,48,5,5,Proteasome subunit alpha type-1
PBS,PSA2_MOUSE,PSA2,725,26024,32,4,4,Proteasome subunit alpha type-2
PBS,PSA3_MOUSE,PSA3,470,28615,18,4,4,Proteasome subunit alpha type-3
PBS,PSA4_MOUSE,PSA4,176,29737,18,4,4,Proteasome subunit alpha type-4
PBS,PSA5_MOUSE,PSA5,169,26565,8,2,2,Proteasome subunit alpha type-5
PBS,PSA6_MOUSE,PSA6,206,27811,16,3,3,Proteasome subunit alpha type-6
PBS,PSA7_MOUSE,PSA7,125,28009,9,4,4,Proteasome subunit alpha type-7
PBS,PSB1_MOUSE,PSB1,526,26583,17,3,3,Proteasome subunit beta type-1
PBS,PSB2_MOUSE,PSB2,420,23063,18,3,3,Proteasome subunit beta type-2
PBS,PSB3_MOUSE,PSB3,674,23235,24,3,3,Proteasome subunit beta type-3
PBS,PSB5_MOUSE,PSB5,158,28685,9,5,5,Proteasome subunit beta type-5
PBS,PSB6_MOUSE,PSB6,157,25591,10,2,2,Proteasome subunit beta type-6
PBS,PSB7_MOUSE,PSB7,40,30214,3,2,2,Proteasome subunit beta type-7
PBS,PSD1_MOUSE,PSD1,195,110360,23,1,1,PH and SEC7 domain-containing protein 1
PBS,PSD11_MOUSE,PSD11,241,47692,24,5,5,26S proteasome non-ATPase regulatory subunit 11
PBS,PSD12_MOUSE,PSD12,218,53261,9,3,3,26S proteasome non-ATPase regulatory subunit 12
PBS,PSD13_MOUSE,PSD13,637,43124,30,2,2,26S proteasome non-ATPase regulatory subunit 13
PBS,PSDE_MOUSE,PSDE,143,34726,13,3,3,26S proteasome non-ATPase regulatory subunit 14
PBS,PSMD1_MOUSE,PSMD1,26,106689,2,1,1,26S proteasome non-ATPase regulatory subunit 1
PBS,PSMD2_MOUSE,PSMD2,480,100937,33,6,6,26S proteasome non-ATPase regulatory subunit 2
PBS,PSMD7_MOUSE,PSMD7,965,36574,31,4,4,26S proteasome non-ATPase regulatory subunit 7
PBS,PSMD8_MOUSE,PSMD8,109,40190,9,2,2,26S proteasome non-ATPase regulatory subunit 8
PBS,PTER_MOUSE,PTER,27,39535,1,1,1,Phosphotriesterase-related protein
PBS,PTH2_MOUSE,PTH2,261,19742,19,2,2,"Peptidyl-tRNA hydrolase 2, mitochondrial"
PBS,PTPRB_MOUSE,PTPRB,36,225838,4,1,1,Receptor-type tyrosine-protein phosphatase beta
PBS,PTPRF_MOUSE,PTPRF,35,212439,1,1,1,Receptor-type tyrosine-protein phosphatase F
PBS,PUR2_MOUSE,PUR2,70,108633,2,2,2,Trifunctional purine biosynthetic protein adenosine-3
PBS,PUR6_MOUSE,PUR6,40,47717,2,2,2,Multifunctional protein ADE2
PBS,PUR8_MOUSE,PUR8,583,55572,32,6,6,Adenylosuccinate lyase
PBS,PUR9_MOUSE,PUR9,111,64690,8,1,1,Bifunctional purine biosynthesis protein PURH
PBS,PURA_MOUSE,PURA,617,34976,33,5,5,Transcriptional activator protein Pur-alpha
PBS,PURA1_MOUSE,PURA1,8952,50508,410,22,21,Adenylosuccinate synthetase isozyme 1
PBS,PURA2_MOUSE,PURA2,209,50389,13,2,1,Adenylosuccinate synthetase isozyme 2
PBS,PXMP2_MOUSE,PXMP2,48,22251,3,1,1,Peroxisomal membrane protein 2
PBS,PYC_MOUSE,PYC,711,130344,30,5,5,"Pyruvate carboxylase, mitochondrial"
PBS,PYGB_MOUSE,PYGB,38821,97353,1327,20,3,"Glycogen phosphorylase, brain form"
PBS,PYGM_MOUSE,PYGM,144694,97681,5053,76,59,"Glycogen phosphorylase, muscle form"
PBS,PYRG1_MOUSE,PYRG1,28,67324,1,1,1,CTP synthase 1
PBS,PZP_MOUSE,PZP,969,167116,61,11,11,Pregnancy zone protein
PBS,QCR1_MOUSE,QCR1,19166,53446,905,21,20,"Cytochrome b-c1 complex subunit 1, mitochondrial"
PBS,QCR10_MOUSE,QCR10,907,6534,47,1,1,Cytochrome b-c1 complex subunit 10
PBS,QCR2_MOUSE,QCR2,24893,48262,969,22,22,"Cytochrome b-c1 complex subunit 2, mitochondrial"
PBS,QCR6_MOUSE,QCR6,614,10713,17,3,3,"Cytochrome b-c1 complex subunit 6, mitochondrial"
PBS,QCR7_MOUSE,QCR7,2034,13519,167,7,7,Cytochrome b-c1 complex subunit 7
PBS,QCR8_MOUSE,QCR8,1456,9762,88,5,5,Cytochrome b-c1 complex subunit 8
PBS,QCR9_MOUSE,QCR9,1431,7441,75,3,3,Cytochrome b-c1 complex subunit 9
PBS,RA51B_MOUSE,RA51B,21,38755,3,2,2,DNA repair protein RAD51 homolog 2
PBS,RAB10_MOUSE,RAB10,2721,22755,109,5,3,Ras-related protein Rab-10
PBS,RAB18_MOUSE,RAB18,68,23306,5,4,4,Ras-related protein Rab-18
PBS,RAB1A_MOUSE,RAB1A,1446,22891,72,5,3,Ras-related protein Rab-1A
PBS,RAB21_MOUSE,RAB21,36,24490,4,1,1,Ras-related protein Rab-21
PBS,RAB2A_MOUSE,RAB2A,159,23704,16,5,5,Ras-related protein Rab-2A
PBS,RAB35_MOUSE,RAB35,1420,23296,68,3,2,Ras-related protein Rab-35
PBS,RAB5A_MOUSE,RAB5A,70,23812,5,3,3,Ras-related protein Rab-5A
PBS,RAB7A_MOUSE,RAB7A,183,23760,19,5,5,Ras-related protein Rab-7a
PBS,RAC1_MOUSE,RAC1,80,21835,11,3,2,Ras-related C3 botulinum toxin substrate 1
PBS,RACK1_MOUSE,RACK1,1184,35511,50,9,9,Receptor of activated protein C kinase 1
PBS,RAD1_MOUSE,RAD1,22,32274,1,1,1,Cell cycle checkpoint protein RAD1
PBS,RADI_MOUSE,RADI,123,68614,11,4,4,Radixin
PBS,RAN_MOUSE,RAN,300,24579,21,4,4,GTP-binding nuclear protein Ran
PBS,RAP1A_MOUSE,RAP1A,1696,21316,60,5,5,Ras-related protein Rap-1A
PBS,RARA_MOUSE,RARA,27,51729,1,1,1,Retinoic acid receptor alpha
PBS,RASH_MOUSE,RASH,38,21627,3,1,1,GTPase HRas
PBS,RB11B_MOUSE,RB11B,160,24589,13,7,7,Ras-related protein Rab-11B
PBS,RBBP5_MOUSE,RBBP5,32,59745,1,1,1,Retinoblastoma-binding protein 5
PBS,RBM3_MOUSE,RBM3,49,16595,4,1,1,RNA-binding protein 3
PBS,RBM44_MOUSE,RBM44,21,113978,2,1,1,RNA-binding protein 44
PBS,RCN1_MOUSE,RCN1,464,38090,29,1,1,Reticulocalbin-1
PBS,REEP5_MOUSE,REEP5,413,21265,23,1,1,Receptor expression-enhancing protein 5
PBS,RFX1_MOUSE,RFX1,25,103985,1,1,1,MHC class II regulatory factor RFX1
PBS,RHG25_MOUSE,RHG25,21,73679,1,1,1,Rho GTPase-activating protein 25
PBS,RHG26_MOUSE,RHG26,28,92754,1,1,1,Rho GTPase-activating protein 26
PBS,RHOA_MOUSE,RHOA,471,22110,32,5,1,Transforming protein RhoA
PBS,RHOC_MOUSE,RHOC,180,22334,18,5,1,Rho-related GTP-binding protein RhoC
PBS,RIN3_MOUSE,RIN3,94,108122,21,1,1,Ras and Rab interactor 3
PBS,RINI_MOUSE,RINI,46,51495,2,2,2,Ribonuclease inhibitor
PBS,RL10A_MOUSE,RL10A,44,25072,5,2,2,60S ribosomal protein L10a
PBS,RL10L_MOUSE,RL10L,164,24998,11,2,2,60S ribosomal protein L10-like
PBS,RL11_MOUSE,RL11,201,20468,25,3,3,60S ribosomal protein L11
PBS,RL12_MOUSE,RL12,784,17965,35,4,4,60S ribosomal protein L12
PBS,RL13_MOUSE,RL13,76,24348,3,2,2,60S ribosomal protein L13
PBS,RL17_MOUSE,RL17,72,21637,4,1,1,60S ribosomal protein L17
PBS,RL18_MOUSE,RL18,234,21688,15,3,3,60S ribosomal protein L18
PBS,RL18A_MOUSE,RL18A,27,21004,1,1,1,60S ribosomal protein L18a
PBS,RL19_MOUSE,RL19,50,23565,2,1,1,60S ribosomal protein L19
PBS,RL22_MOUSE,RL22,213,14807,19,2,2,60S ribosomal protein L22
PBS,RL23_MOUSE,RL23,173,14970,16,2,2,60S ribosomal protein L23
PBS,RL23A_MOUSE,RL23A,74,17684,3,2,2,60S ribosomal protein L23a
PBS,RL26_MOUSE,RL26,64,17248,3,2,2,60S ribosomal protein L26
PBS,RL27_MOUSE,RL27,64,15788,2,1,1,60S ribosomal protein L27
PBS,RL27A_MOUSE,RL27A,59,16709,5,2,2,60S ribosomal protein L27a
PBS,RL3_MOUSE,RL3,82,46366,4,1,1,60S ribosomal protein L3
PBS,RL30_MOUSE,RL30,770,12947,36,3,3,60S ribosomal protein L30
PBS,RL31_MOUSE,RL31,65,14454,3,1,1,60S ribosomal protein L31
PBS,RL35_MOUSE,RL35,21,14544,2,1,1,60S ribosomal protein L35
PBS,RL36_MOUSE,RL36,72,12265,8,1,1,60S ribosomal protein L36
PBS,RL38_MOUSE,RL38,26,8256,1,1,1,60S ribosomal protein L38
PBS,RL4_MOUSE,RL4,305,47409,25,2,2,60S ribosomal protein L4
PBS,RL5_MOUSE,RL5,166,34607,14,2,2,60S ribosomal protein L5
PBS,RL7_MOUSE,RL7,487,31457,25,2,2,60S ribosomal protein L7
PBS,RL7A_MOUSE,RL7A,93,30129,5,3,3,60S ribosomal protein L7a
PBS,RL8_MOUSE,RL8,135,28235,6,2,2,60S ribosomal protein L8
PBS,RL9_MOUSE,RL9,1628,21982,62,5,5,60S ribosomal protein L9
PBS,RLA0_MOUSE,RLA0,1922,34366,115,9,9,60S acidic ribosomal protein P0
PBS,RLA1_MOUSE,RLA1,541,11582,36,2,2,60S acidic ribosomal protein P1
PBS,RLA2_MOUSE,RLA2,314,11644,24,4,4,60S acidic ribosomal protein P2
PBS,RM12_MOUSE,RM12,41,21809,1,1,1,"39S ribosomal protein L12, mitochondrial"
PBS,RN103_MOUSE,RN103,29,80165,3,1,1,E3 ubiquitin-protein ligase RNF103
PBS,RN208_MOUSE,RN208,63,29283,10,1,1,RING finger protein 208
PBS,ROA2_MOUSE,ROA2,981,37437,47,7,7,Heterogeneous nuclear ribonucleoproteins A2/B1
PBS,ROA3_MOUSE,ROA3,407,39856,22,5,5,Heterogeneous nuclear ribonucleoprotein A3
PBS,ROAA_MOUSE,ROAA,20,30926,1,1,1,Heterogeneous nuclear ribonucleoprotein A/B
PBS,RPN1_MOUSE,RPN1,419,68657,33,7,7,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
PBS,RPN2_MOUSE,RPN2,666,69134,32,3,3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
PBS,RRAGD_MOUSE,RRAGD,23,51656,1,1,1,Ras-related GTP-binding protein D
PBS,RRAS_MOUSE,RRAS,135,23920,10,3,2,Ras-related protein R-Ras
PBS,RRAS2_MOUSE,RRAS2,122,23613,10,2,1,Ras-related protein R-Ras2
PBS,RS10_MOUSE,RS10,1500,18904,62,5,5,40S ribosomal protein S10
PBS,RS11_MOUSE,RS11,59,18590,10,3,3,40S ribosomal protein S11
PBS,RS12_MOUSE,RS12,26,14858,1,1,1,40S ribosomal protein S12
PBS,RS13_MOUSE,RS13,317,17212,26,3,3,40S ribosomal protein S13
PBS,RS14_MOUSE,RS14,463,16434,28,3,3,40S ribosomal protein S14
PBS,RS15_MOUSE,RS15,771,17029,31,3,3,40S ribosomal protein S15
PBS,RS15A_MOUSE,RS15A,576,14944,31,4,4,40S ribosomal protein S15a
PBS,RS16_MOUSE,RS16,651,16549,52,5,5,40S ribosomal protein S16
PBS,RS17_MOUSE,RS17,92,15571,6,1,1,40S ribosomal protein S17
PBS,RS18_MOUSE,RS18,321,17708,24,7,7,40S ribosomal protein S18
PBS,RS19_MOUSE,RS19,264,16076,19,4,4,40S ribosomal protein S19
PBS,RS2_MOUSE,RS2,632,31497,29,4,4,40S ribosomal protein S2
PBS,RS20_MOUSE,RS20,293,13478,27,3,3,40S ribosomal protein S20
PBS,RS23_MOUSE,RS23,27,15969,2,1,1,40S ribosomal protein S23
PBS,RS24_MOUSE,RS24,133,15413,5,1,1,40S ribosomal protein S24
PBS,RS25_MOUSE,RS25,293,13791,20,4,4,40S ribosomal protein S25
PBS,RS26_MOUSE,RS26,62,13292,4,1,1,40S ribosomal protein S26
PBS,RS27A_MOUSE,RS27A,2236,18282,105,4,4,Ubiquitin-40S ribosomal protein S27a
PBS,RS27L_MOUSE,RS27L,40,9813,2,1,1,40S ribosomal protein S27-like
PBS,RS28_MOUSE,RS28,451,7893,27,3,3,40S ribosomal protein S28
PBS,RS3_MOUSE,RS3,1633,26828,121,12,12,40S ribosomal protein S3
PBS,RS30_MOUSE,RS30,63,6644,6,1,1,40S ribosomal protein S30
PBS,RS3A_MOUSE,RS3A,129,30094,11,4,4,40S ribosomal protein S3a
PBS,RS4X_MOUSE,RS4X,763,29807,45,5,5,"40S ribosomal protein S4, X isoform"
PBS,RS5_MOUSE,RS5,622,23046,42,5,5,40S ribosomal protein S5
PBS,RS6_MOUSE,RS6,50,28834,4,1,1,40S ribosomal protein S6
PBS,RS7_MOUSE,RS7,1119,22113,63,8,8,40S ribosomal protein S7
PBS,RS8_MOUSE,RS8,66,24475,6,3,3,40S ribosomal protein S8
PBS,RS9_MOUSE,RS9,86,22635,8,2,2,40S ribosomal protein S9
PBS,RSH6A_MOUSE,RSH6A,17,80493,1,1,1,Radial spoke head protein 6 homolog A
PBS,RSMB_MOUSE,RSMB,23,23811,1,1,1,Small nuclear ribonucleoprotein-associated protein B
PBS,RSSA_MOUSE,RSSA,3147,32931,126,7,7,40S ribosomal protein SA
PBS,RSU1_MOUSE,RSU1,259,31531,23,4,4,Ras suppressor protein 1
PBS,RT30_MOUSE,RT30,228,50364,13,1,1,"28S ribosomal protein S30, mitochondrial"
PBS,RT34_MOUSE,RT34,19,25868,1,1,1,"28S ribosomal protein S34, mitochondrial"
PBS,RT36_MOUSE,RT36,34,11094,2,2,2,"28S ribosomal protein S36, mitochondrial"
PBS,RT4I1_MOUSE,RT4I1,115,43686,9,2,2,"Reticulon-4-interacting protein 1, mitochondrial"
PBS,RTCB_MOUSE,RTCB,89,55727,4,2,2,tRNA-splicing ligase RtcB homolog
PBS,RTN1_MOUSE,RTN1,28,83863,2,1,1,Reticulon-1
PBS,RTN2_MOUSE,RTN2,9116,51543,234,7,7,Reticulon-2
PBS,RTN4_MOUSE,RTN4,3563,127048,182,6,6,Reticulon-4
PBS,RTRAF_MOUSE,RTRAF,268,28249,5,1,1,"RNA transcription, translation and transport factor protein"
PBS,RYR1_MOUSE,RYR1,54692,570381,2551,191,191,Ryanodine receptor 1
PBS,S10AA_MOUSE,S10AA,18,11293,2,1,1,Protein S100-A10
PBS,S2551_MOUSE,S2551,18,33896,1,1,1,Solute carrier family 25 member 51
PBS,S27A1_MOUSE,S27A1,27,72200,1,1,1,Long-chain fatty acid transport protein 1
PBS,S41A3_MOUSE,S41A3,19,53793,1,1,1,Solute carrier family 41 member 3
PBS,S61A2_MOUSE,S61A2,37,52670,2,1,1,Protein transport protein Sec61 subunit alpha isoform 2
PBS,SAC1_MOUSE,SAC1,56,67471,2,1,1,Phosphatidylinositide phosphatase SAC1
PBS,SAC2_MOUSE,SAC2,59,128782,6,1,1,Phosphatidylinositide phosphatase SAC2
PBS,SAHH_MOUSE,SAHH,102,48170,9,3,3,Adenosylhomocysteinase
PBS,SALL4_MOUSE,SALL4,19,114635,1,1,1,Sal-like protein 4
PBS,SAM50_MOUSE,SAM50,2482,52230,127,12,12,Sorting and assembly machinery component 50 homolog
PBS,SAP_MOUSE,SAP,61,63263,5,1,1,Prosaposin
PBS,SAPC2_MOUSE,SAPC2,164,43209,26,1,1,Suppressor APC domain-containing protein 2
PBS,SAR1A_MOUSE,SAR1A,1269,22471,55,3,2,GTP-binding protein SAR1a
PBS,SAR1B_MOUSE,SAR1B,3224,22482,163,9,8,GTP-binding protein SAR1b
PBS,SBNO2_MOUSE,SBNO2,33,150455,1,1,1,Protein strawberry notch homolog 2
PBS,SC5AA_MOUSE,SC5AA,25,65348,1,1,1,Sodium/glucose cotransporter 5
PBS,SCN4B_MOUSE,SCN4B,28,25461,3,1,1,Sodium channel subunit beta-4
PBS,SCOT1_MOUSE,SCOT1,1899,56352,84,10,10,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"
PBS,SCPDL_MOUSE,SCPDL,53,47669,3,2,2,Saccharopine dehydrogenase-like oxidoreductase
PBS,SCRN3_MOUSE,SCRN3,223,48030,13,3,3,Secernin-3
PBS,SDCG8_MOUSE,SDCG8,44,83726,2,1,1,Serologically defined colon cancer antigen 8 homolog
PBS,SDHA_MOUSE,SDHA,14460,73623,686,32,32,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
PBS,SDHB_MOUSE,SDHB,7707,32591,402,13,13,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
PBS,SERPH_MOUSE,SERPH,178,46618,11,3,3,Serpin H1
PBS,SFI1_MOUSE,SFI1,63,145596,7,1,1,Protein SFI1 homolog
PBS,SFPQ_MOUSE,SFPQ,199,75508,11,1,1,"Splicing factor, proline- and glutamine-rich"
PBS,SFXN3_MOUSE,SFXN3,35,35669,1,1,1,Sideroflexin-3
PBS,SGCA_MOUSE,SGCA,706,43659,53,8,8,Alpha-sarcoglycan
PBS,SGCB_MOUSE,SGCB,51,35193,6,1,1,Beta-sarcoglycan
PBS,SGCD_MOUSE,SGCD,171,32455,8,2,2,Delta-sarcoglycan
PBS,SGCG_MOUSE,SGCG,137,32347,8,2,2,Gamma-sarcoglycan
PBS,SH3BG_MOUSE,SH3BG,1864,23146,135,10,10,SH3 domain-binding glutamic acid-rich protein
PBS,SIR2_MOUSE,SIR2,19,43856,1,1,1,NAD-dependent protein deacetylase sirtuin-2
PBS,SKP1_MOUSE,SKP1,84,18831,6,1,1,S-phase kinase-associated protein 1
PBS,SLIRP_MOUSE,SLIRP,19,12654,1,1,1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
PBS,SLMAP_MOUSE,SLMAP,43,97729,2,2,2,Sarcolemmal membrane-associated protein
PBS,SMC6_MOUSE,SMC6,30,128201,11,1,1,Structural maintenance of chromosomes protein 6
PBS,SMG7_MOUSE,SMG7,17,127389,1,1,1,Protein SMG7
PBS,SMPX_MOUSE,SMPX,75,9247,3,1,1,Small muscular protein
PBS,SMTL2_MOUSE,SMTL2,251,49778,12,3,3,Smoothelin-like protein 2
PBS,SMYD1_MOUSE,SMYD1,10336,57428,474,22,22,Histone-lysine N-methyltransferase Smyd1
PBS,SMYD2_MOUSE,SMYD2,70,50618,3,1,1,N-lysine methyltransferase SMYD2
PBS,SNAA_MOUSE,SNAA,21,33624,1,1,1,Alpha-soluble NSF attachment protein
PBS,SND1_MOUSE,SND1,23,102709,1,1,1,Staphylococcal nuclease domain-containing protein 1
PBS,SNTA1_MOUSE,SNTA1,3113,54088,168,10,10,Alpha-1-syntrophin
PBS,SNX19_MOUSE,SNX19,37,111107,1,1,1,Sorting nexin-19
PBS,SODC_MOUSE,SODC,1111,16104,48,2,2,Superoxide dismutase [Cu-Zn]
PBS,SODM_MOUSE,SODM,2710,24816,122,7,7,"Superoxide dismutase [Mn], mitochondrial"
PBS,SOGA1_MOUSE,SOGA1,40,160627,1,1,1,Protein SOGA1
PBS,SORC1_MOUSE,SORC1,31,130690,2,1,1,VPS10 domain-containing receptor SorCS1
PBS,SPA3K_MOUSE,SPA3K,3447,47021,188,16,16,Serine protease inhibitor A3K
PBS,SPB6_MOUSE,SPB6,1684,42913,102,12,12,Serpin B6
PBS,SPCS_MOUSE,SPCS,80,56032,7,1,1,O-phosphoseryl-tRNA(Sec) selenium transferase
PBS,SPEG_MOUSE,SPEG,914,356975,89,25,25,Striated muscle-specific serine/threonine-protein kinase
PBS,SPI2_MOUSE,SPI2,33,45861,1,1,1,Serpin I2
PBS,SPICE_MOUSE,SPICE,18,95929,1,1,1,Spindle and centriole-associated protein 1
PBS,SPN90_MOUSE,SPN90,61,79207,4,1,1,NCK-interacting protein with SH3 domain
PBS,SPO11_MOUSE,SPO11,56,44940,6,1,1,Meiotic recombination protein SPO11
PBS,SPRE_MOUSE,SPRE,157,28208,13,3,3,Sepiapterin reductase
PBS,SPRY4_MOUSE,SPRY4,57,23374,5,1,1,SPRY domain-containing protein 4
PBS,SPSB3_MOUSE,SPSB3,20,40208,1,1,1,SPRY domain-containing SOCS box protein 3
PBS,SPTA1_MOUSE,SPTA1,26,280833,2,2,2,"Spectrin alpha chain, erythrocytic 1"
PBS,SPTB1_MOUSE,SPTB1,888,245897,52,10,10,"Spectrin beta chain, erythrocytic"
PBS,SPTB2_MOUSE,SPTB2,1141,274908,69,12,12,"Spectrin beta chain, non-erythrocytic 1"
PBS,SPTN1_MOUSE,SPTN1,2539,285221,98,18,18,"Spectrin alpha chain, non-erythrocytic 1"
PBS,SQOR_MOUSE,SQOR,28,50706,1,1,1,"Sulfide:quinone oxidoreductase, mitochondrial"
PBS,SRBS1_MOUSE,SRBS1,43,143952,1,1,1,Sorbin and SH3 domain-containing protein 1
PBS,SRCA_MOUSE,SRCA,53463,99522,1923,42,42,Sarcalumenin
PBS,SRPRA_MOUSE,SRPRA,22,70035,1,1,1,Signal recognition particle receptor subunit alpha
