Protein_A,Protein_B,Correlation,P_value,N_Observations,Interaction_Type,Mean_Delta_A,Mean_Delta_B
Gpx3,Tnc,0.9691940100657608,0.03080598993423922,4,Synergistic (both change together),0.321961856127756,-0.35475535406550646
FBN1,SLPI,0.9691768329478491,0.0014104593940963606,6,Synergistic (both change together),-0.13589287789726875,0.057429980118959646
Dag1,Fmod,0.9691681736767004,0.03083182632330006,4,Synergistic (both change together),0.002968639191082416,-0.2573831207890924
Apoh,Vtn,-0.9691606749378932,0.030839325062106848,4,Antagonistic (opposite changes),-0.0007244788069074547,0.210823686875976
Itih1,Serpinf1,-0.9690994149597584,0.0014175165813245223,6,Antagonistic (opposite changes),0.44273656161842084,-0.7982627562135886
Tinagl1,Vwf,0.9690509702333743,0.030949029766625724,4,Synergistic (both change together),0.2182957595525906,0.06624495371875155
Serpina3k,Vwa5a,-0.9690057143608484,0.030994285639151853,4,Antagonistic (opposite changes),0.1496121198858074,-0.13729575924966564
Adck1,Hnrnpm,0.9689707411252652,0.031029258874734955,4,Synergistic (both change together),-0.07638211419866607,-0.10976388209466809
F9,VWF,0.9689579663236394,0.031042033676360603,4,Synergistic (both change together),-0.15023036211988308,-0.013557322485484968
Aqp1,Ctsz,-0.9689567528272499,0.031043247172749977,4,Antagonistic (opposite changes),0.09622933993731105,-0.08211755585252913
Mmrn2,Sparcl1,0.9689564603394878,0.006535186935255254,5,Synergistic (both change together),-0.11840653997536181,-0.1835763237565131
Aoc3,Clu,-0.9689312167542513,0.031068783245748577,4,Antagonistic (opposite changes),-0.3222148724611824,0.3119124778682617
Lama5,S100a9,-0.9689048829224198,0.031095117077579948,4,Antagonistic (opposite changes),0.12724989036987405,0.06324733335154437
SEMA3B,VWF,0.9689007248231689,0.03109927517683131,4,Synergistic (both change together),-0.027973227125397945,0.39091368713226304
DPT,S100A1,-0.9688715517179032,0.0311284482820966,4,Antagonistic (opposite changes),-0.14614889342967266,-0.19408738246277257
Alad,Serpinc1,-0.9688649473457039,0.03113505265429617,4,Antagonistic (opposite changes),0.1450754277503022,0.3005210848076843
Gstm2,Itih4,0.9688556561364041,0.031144343863595658,4,Synergistic (both change together),0.6497362354779427,0.24081508225894538
HSPG2,NRP1,0.9688443068229471,0.03115569317705269,4,Synergistic (both change together),-0.17449719019831328,0.11721597939258753
Lum,Vwa5a,0.968828980812082,0.03117101918791798,4,Synergistic (both change together),-0.16170400580089633,-0.13729575924966564
Dpt,Pgk1,-0.968813088483535,0.031186911516465354,4,Antagonistic (opposite changes),0.12363445641387355,0.009970594432102596
Lama2,Mydgf,0.968802847816939,0.03119715218306096,4,Synergistic (both change together),-0.054869258498305325,-0.1695685876224611
Apoe,Ces1c,0.968797058346972,0.03120294165302795,4,Synergistic (both change together),-0.24188406260688855,0.1731362991918946
Apoa2,Lgals1,0.9687934807748189,0.03120651922518114,4,Synergistic (both change together),-0.3321928697678335,0.21864454847574505
AMBP,COL4A6,0.9687880930146342,0.0312119069853658,4,Synergistic (both change together),0.36308620385872303,0.26595871061394877
SERPINE2,TIMP3,0.9687785695334069,0.006591263139669052,5,Synergistic (both change together),0.36601034012063727,1.2035342755373137
COL2A1,S100A8,-0.968749861357772,0.03125013864222792,4,Antagonistic (opposite changes),0.46617474723474545,-0.22234766986973487
Ago2,Fbn1,-0.9687204062010754,0.03127959379892453,4,Antagonistic (opposite changes),0.018853926073340327,-0.18089486080999262
Bag6,Hsp90b1,-0.9687157517179282,0.03128424828207188,4,Antagonistic (opposite changes),0.004478014122906805,-0.10232826683291915
ITIH2,SERPINF2,0.9687152971245383,0.00032693858412028294,7,Synergistic (both change together),0.6666541582062119,0.634413221251138
Col12a1,Hnrnpm,0.9687100215401161,0.031289978459883905,4,Synergistic (both change together),0.3067732023925106,-0.10976388209466809
CILP,SERPINA5,-0.9687032391732151,0.03129676082678534,4,Antagonistic (opposite changes),0.6316081753940073,-0.24881429855087986
Cfh,Hc,0.968679224802629,0.031320775197370754,4,Synergistic (both change together),0.12512010615323926,0.5471800440083119
Adipoq,Gfer,0.9686669500268429,0.03133304997315722,4,Synergistic (both change together),-0.16059016601129206,0.2939805856201262
Agrn,Anxa4,0.9686385001588251,0.03136149984117487,4,Synergistic (both change together),0.006854853588345901,0.1236211162336041
Ctsd,Pdia3,-0.968624376651258,0.03137562334874211,4,Antagonistic (opposite changes),0.4631928324842338,-0.19893932097564426
Gpx3,Tgm2,0.9686195378137111,0.031380462186289204,4,Synergistic (both change together),0.321961856127756,-0.11407404223626003
Matn2,Tinagl1,-0.9685935581953392,0.03140644180466046,4,Antagonistic (opposite changes),-0.20391200332725978,0.2182957595525906
Ctsz,Fgf1,-0.9685780599144794,0.0066546581502045085,5,Antagonistic (opposite changes),0.0161584472732063,-0.048951387908666356
COL6A3,SDC1,0.9685592828206461,0.031440717179353594,4,Synergistic (both change together),-0.2916982061444696,-0.0004975816954502221
Hnrnpm,Pzp,-0.9685499821307728,0.03145001786922719,4,Antagonistic (opposite changes),-0.10976388209466809,-0.07157697862141729
CST3,IGFBP3,0.9685457666472156,0.0314542333527843,4,Synergistic (both change together),0.01949917680471025,0.09365598338169633
Ppt1,Serpina1e,-0.9685436474594022,0.031456352540597754,4,Antagonistic (opposite changes),0.7948489901554838,-0.4221065553718247
FGB,IGFALS,0.9685280676670174,0.0014701375876594658,6,Synergistic (both change together),1.177197981678691,0.6169740643275367
HRG,PLG,0.9684959960075671,4.148844696350424e-06,10,Synergistic (both change together),0.5635942842590465,0.6738969372783365
Ace,Apoe,0.9684916236955273,0.03150837630447234,4,Synergistic (both change together),-0.38669015626434083,-0.24188406260688855
Col1a2,Mydgf,0.9684861631965358,0.0315138368034642,4,Synergistic (both change together),-0.06948140273031261,-0.1695685876224611
F2,Slmap,-0.9684723602027576,0.03152763979724238,4,Antagonistic (opposite changes),0.11961843934469814,0.04837730760344744
C3,Kera,-0.9684677184601815,0.03153228153981846,4,Antagonistic (opposite changes),-0.32184217969782214,-0.9703460258673459
Ache,Tsg101,0.9684524963601047,0.031547503639895114,4,Synergistic (both change together),0.15257381335870562,0.12086099598284172
Pzp,Serpinb6a,0.9684469600253427,0.031553039974657304,4,Synergistic (both change together),-0.07157697862141729,0.6280671356430535
Ctsc,Lgals1,0.9684323008624361,0.0067008678766339634,5,Synergistic (both change together),0.07081268067565537,0.11695455020668702
Apoe,Gsn,0.9684101633602139,0.031589836639786206,4,Synergistic (both change together),-0.24188406260688855,-0.31076056939475827
Aldoa,Fbn2,-0.9683771990636735,0.031622800936326634,4,Antagonistic (opposite changes),0.05394101449516653,-0.7112500861170845
Ace,Ahsg,0.9683526367613187,0.03164736323868089,4,Synergistic (both change together),-0.38669015626434083,-0.1425066639822143
Hpx,Mug1,0.968341803109413,0.03165819689058691,4,Synergistic (both change together),0.24879386897813585,-0.19227563506515066
Ctsf,Eln,-0.968332080417388,0.03166791958261195,4,Antagonistic (opposite changes),1.3031715098014085,-0.6105996920519972
Fam213a,Pfn1,0.9683239664671922,0.03167603353280746,4,Synergistic (both change together),0.589164138815103,-0.03108680612118675
F13A1,PRG2,0.9683128846464435,0.006738804511750714,5,Synergistic (both change together),-0.0363967769374252,0.03537611153885473
Col3a1,Hcfc1,0.9682807880291924,0.03171921197080785,4,Synergistic (both change together),-0.17625726406647846,-0.07198216266714495
Cfb,Gfer,-0.9682709595581672,0.03172904044183289,4,Antagonistic (opposite changes),0.005440962940836028,0.2939805856201262
Anxa1,Clic1,0.9682399392732104,0.03176006072678961,4,Synergistic (both change together),-0.3186265774664915,-0.4228125934615976
CST3,S100A13,0.9682055187766323,0.0015002632081534137,6,Synergistic (both change together),0.05598037686500068,-0.054387292107114064
F2,IGFALS,0.9682032136123957,0.00150047959497591,6,Synergistic (both change together),1.0539158290472985,0.6169740643275367
Col6a1,Mydgf,0.968202036999342,0.03179796300065796,4,Synergistic (both change together),-0.17032615236908155,-0.1695685876224611
Col1a1,Hcfc1,0.9681963534806591,0.031803646519340534,4,Synergistic (both change together),-0.10866054463531721,-0.07198216266714495
MFGE8,OMD,0.9681427812485945,0.03185721875140546,4,Synergistic (both change together),-0.03766619728719638,0.21073914086328183
Apoe,Serpina1a,0.9681371532964844,0.0318628467035158,4,Synergistic (both change together),-0.24188406260688855,0.1507602124736938
Cma1,Phospho1,-0.968099705784266,0.03190029421573426,4,Antagonistic (opposite changes),0.19869858032458715,-0.3024302401690824
Ace,Thbs4,-0.9680994989817824,0.03190050101821762,4,Antagonistic (opposite changes),-0.38669015626434083,0.06503343160974434
Cfh,Rnpep,0.9680586872632158,0.03194131273678402,4,Synergistic (both change together),0.12512010615323926,-0.026816475449267324
Fbn2,Hc,-0.9680445471358592,0.03195545286414059,4,Antagonistic (opposite changes),-0.7112500861170845,0.5471800440083119
Dag1,Nenf,-0.9680349477177086,0.031965052282291406,4,Antagonistic (opposite changes),0.002968639191082416,0.060090179704844704
THBS4,VWA1,-0.968031798659376,0.006828378694732625,5,Antagonistic (opposite changes),-0.12644489154181532,-0.178289235996749
PAPLN,TGFBI,0.9680260015949566,0.03197399840504289,4,Synergistic (both change together),-0.15093607413022014,-0.22790094333982663
Cd163,Mug1,0.9680199376780616,0.031980062321938396,4,Synergistic (both change together),-0.10572072323323695,-0.19227563506515066
Dhrs7c,Tsg101,0.9680069192703815,0.031993080729618484,4,Synergistic (both change together),-0.3113219713800227,0.12086099598284172
Pdap1,Tinagl1,-0.9680041267431032,0.03199587325689679,4,Antagonistic (opposite changes),0.17912715758774453,-0.06306828016215205
Ctsf,Matn2,-0.9679998531864045,0.03200014681359553,4,Antagonistic (opposite changes),0.7209403968880582,-0.20391200332725978
Lamb2,Lpl,0.9679978129130726,0.03200218708692715,4,Synergistic (both change together),0.2265068250170481,-0.07923030410836004
IGFALS,SERPINA4,0.9679968382320603,0.0015199146877619607,6,Synergistic (both change together),0.6169740643275367,0.8686046572398688
Epdr1,Hspa8,0.9679949021407572,0.03200509785924277,4,Synergistic (both change together),-0.03690061450069926,-0.06317609694283506
Egln1,Serpina1d,-0.9679450085232364,0.032054991476763384,4,Antagonistic (opposite changes),-0.09491260247231065,0.07781540400112769
Calr,Myoc,-0.9679164539571151,0.03208354604288477,4,Antagonistic (opposite changes),-0.25123805039266267,1.019469008625633
Col12a1,S100a9,0.9679061659184218,0.032093834081578176,4,Synergistic (both change together),0.3451877759134318,0.06324733335154437
Ctsf,Mfge8,0.9679052762626056,0.0015285770108997055,6,Synergistic (both change together),0.8758853187594022,0.5634684660043635
Cspg4,Htra1,0.9678943114143901,0.03210568858561014,4,Synergistic (both change together),-0.16960393533131374,0.29395103249847976
CILP,FMOD,-0.9678819084266475,0.03211809157335277,4,Antagonistic (opposite changes),0.6316081753940073,-0.18173215306430957
Gc,Lum,-0.967879452343102,0.03212054765689798,4,Antagonistic (opposite changes),0.1364379744770201,0.06522139093186242
Ces1d,Gsn,0.9678717141796642,0.03212828582033578,4,Synergistic (both change together),0.37289938212478,-0.31076056939475827
Agrn,Hmcn2,-0.967863330516086,0.006882250937630678,5,Antagonistic (opposite changes),-0.028215047818933074,-0.08012854947900963
Mydgf,Serpind1,-0.9678223480484569,0.032177651951543096,4,Antagonistic (opposite changes),-0.1695685876224611,0.0380355712688846
IGFALS,SERPINF2,0.9678223168589524,0.001536446498956665,6,Synergistic (both change together),0.6169740643275367,0.8068774483963786
C3,Fetub,0.9677934206306752,0.03220657936932492,4,Synergistic (both change together),-0.32184217969782214,0.25905854719212806
Serpina3n,Vwf,0.9677651432442879,0.03223485675571225,4,Synergistic (both change together),0.326301392848731,0.06624495371875155
Gpc1,Gstm2,0.967735216743583,0.03226478325641691,4,Synergistic (both change together),0.10624425699171305,0.6497362354779427
Ces1c,Ces1d,0.9677021958491405,0.03229780415085948,4,Synergistic (both change together),0.1731362991918946,0.37289938212478
Cdh13,F13a1,-0.9676432561155459,0.032356743884453865,4,Antagonistic (opposite changes),-0.02274057445397875,-0.2996175792301661
Hp,Nucb1,-0.9676282734487152,0.03237172655128462,4,Antagonistic (opposite changes),1.7847414333738036,0.06905770924130639
Col1a2,Itgb4,-0.9676151142493317,0.032384885750668335,4,Antagonistic (opposite changes),-0.06948140273031261,-0.11767274934050176
Dpep1,Ttr,0.9676127176780774,0.03238728232192245,4,Synergistic (both change together),-0.15880462904904108,0.20729551385514908
ABI3BP,SERPINA5,-0.9675767374417437,0.03242326255825634,4,Antagonistic (opposite changes),0.023361932761374188,-0.24881429855087986
Hdlbp,Lrpap1,-0.9675658797033532,0.03243412029664694,4,Antagonistic (opposite changes),-0.2606781235691031,0.05739529601789537
HTRA1,SEMA3A,0.9675431685642543,0.03245683143574585,4,Synergistic (both change together),0.53118713555668,0.4940292922118666
Dpt,Lrpap1,0.96754188995018,0.032458110049820244,4,Synergistic (both change together),0.12363445641387355,0.05739529601789537
Hcfc1,Tinagl1,-0.967514159840291,0.03248584015970879,4,Antagonistic (opposite changes),-0.07198216266714495,0.2182957595525906
Aoc3,Cp,0.9674975648197117,0.03250243518028828,4,Synergistic (both change together),-0.3222148724611824,0.15682940519929078
Ctss,Itih3,0.9674599058869459,0.03254009411305403,4,Synergistic (both change together),0.3057923364662718,0.2507135264910106
Anxa5,Hcfc1,-0.9674281359686627,0.032571864031337494,4,Antagonistic (opposite changes),0.24590851901404223,-0.07198216266714495
Col1a1,Dag1,0.9674135701177687,0.03258642988223137,4,Synergistic (both change together),-0.04894098938936353,0.002968639191082416
COL4A6,TNC,-0.9674032223740191,0.03259677762598123,4,Antagonistic (opposite changes),0.26595871061394877,-0.14400928659808543
Sord,Tpt1,-0.9673959169891553,0.0326040830108445,4,Antagonistic (opposite changes),0.13425840097974795,0.17545757343974802
SEMA3B,TIMP3,0.9673934748344458,0.00703323364997665,5,Synergistic (both change together),-0.036773078464628184,0.4375001587603524
Akr1b3,Dlg1,0.9673921387969621,0.03260786120303805,4,Synergistic (both change together),0.2572940827430622,-0.16179629791900502
Ckm,Lgals1,0.9673883983439538,0.03261160165604604,4,Synergistic (both change together),0.01967267735735255,0.21864454847574505
F10,MFAP4,-0.9673428385840269,0.03265716141597341,4,Antagonistic (opposite changes),0.22200631074455546,-0.39496063186060343
Col3a1,Matn2,0.9673189507766591,0.03268104922334114,4,Synergistic (both change together),-0.17625726406647846,-0.20391200332725978
Agrn,Emilin1,-0.967318726250118,0.032681273749881834,4,Antagonistic (opposite changes),-0.0889864918896716,-0.19284067388733678
Hspd1,Myoc,0.9672961781173242,0.03270382188267584,4,Synergistic (both change together),-0.06690810148408355,1.019469008625633
Gsn,Ppt1,-0.9672799016798294,0.032720098320170754,4,Antagonistic (opposite changes),-0.31076056939475827,0.7948489901554838
Hpx,Sri,0.9672784368340904,0.032721563165909684,4,Synergistic (both change together),0.24879386897813585,-0.06816922747632993
MFGE8,PCOLCE2,0.9672437615085047,0.03275623849149567,4,Synergistic (both change together),0.17873527326296135,0.0334206995224196
NID1,SERPINE1,0.9672243819292716,0.032775618070728374,4,Synergistic (both change together),-0.2116085160246136,0.08248756907183502
Ces1c,Rab35,-0.9672136548034684,0.03278634519653134,4,Antagonistic (opposite changes),0.1731362991918946,-0.16047460521572177
Ctsl,Pkm,-0.9671990592343206,0.03280094076567952,4,Antagonistic (opposite changes),-0.21757323287612604,0.04277795202409243
FBLN1,PLOD2,0.9671971115239069,0.03280288847609314,4,Synergistic (both change together),0.150933785415808,-0.14083548327305298
Anxa2,Serpinb6,-0.9671861830290422,0.032813816970957754,4,Antagonistic (opposite changes),-0.09185113350328356,0.0411076873941007
Vwa5a,Vwf,-0.967165928726779,0.03283407127322113,4,Antagonistic (opposite changes),-0.13729575924966564,0.06624495371875155
Fbn2,Rnh1,-0.9671541949719401,0.03284580502805978,4,Antagonistic (opposite changes),-0.7112500861170845,0.16564272813652675
